Price,quartier,region,nombre_chambres,nombre_sdb,superficie,type
130000,Tivaouane peulh,Dakar,2,3,,Appartement
349000,Almadies,Dakar,2,,,Appartement
650000,Yoff,Dakar,,,,Appartement
350000,Liberte 3,Dakar,3,3,,Appartement
1000000,Amitié,Dakar,3,3,,Appartement
450000,Almadies,Dakar,2,3,,Appartement
225000,Hann maristes,Dakar,3,2,100,Appartement
400000,Point-e,Dakar,2,2,12,Appartement
230000,Mamelles,Dakar,2,,,Appartement
250000,Hann maristes,Dakar,2,150 m²,,Appartement
1000000,Mermoz,Dakar,3,3,178,Appartement
350000,Cité keur gorgui,Dakar,2,2,,Appartement
120000,Hann maristes,Dakar,,,,Appartement
1350000,Point-e,Dakar,3,3,250,Appartement
300000,Almadies,Dakar,1,1,,Appartement
300000,Almadies,Dakar,2,140 m²,,Appartement
1100000,Almadies,Dakar,3,4,,Appartement
375000,Mamelles,Dakar,2,3,,Appartement
400000,Mamelles,Dakar,2,,,Appartement
500000,Sacré-cœur,Dakar,3,4,,Appartement
650000,Sacré-cœur,Dakar,3,3,,Appartement
250000,Hann maristes,Dakar,,,,Appartement
2000000,Almadies,Dakar,4,255 m²,,Appartement
670000,Almadies,Dakar,2,3,,Appartement
1250000,Plateau,Dakar,3,2,120,Appartement
,Point-e,Dakar,2,2,,Appartement
600000,Cité keur gorgui,Dakar,3,3,,Appartement
400000,VDN,Dakar,3,3,150,Appartement
850000,Yoff,Dakar,3,4,,Appartement
250000,Sicap foire,Dakar,2,2,,Appartement
65000000,Mermoz,Dakar,1,2,,Appartement
1500000,Almadies,Dakar,5,,,Appartement
15,Mamelles,Dakar,4,5,,Appartement
1200000,Amitié,Dakar,3,400 m²,,Appartement
5500000,Fann,Dakar,4,6,514,Appartement
500000,Almadies,Dakar,2,3,110,Appartement
1400000,Almadies,Dakar,4,4,350,Appartement
850000,Point-e,Dakar,3,4,150,Appartement
1200000,Almadies,Dakar,4,2,250,Appartement
300000,Hann maristes,Dakar,2,2,,Appartement
300000,Hann maristes,Dakar,2,2,,Appartement
275000,Sud foire,Dakar,2,2,100,Appartement
1500000,Almadies,Dakar,3,4,160,Appartement
1300000,Almadies,Dakar,3,4,250,Appartement
1200000,Virage,Dakar,3,3,,Appartement
450000,Mamelles,Dakar,4,3,,Appartement
3000000,Fann,Dakar,4,5,400,Appartement
500000,Diamniadio,Dakar,,,,Appartement
1500000,Ngor,Dakar,3,4,,Appartement
800000,Mamelles,Dakar,3,3,170,Appartement
800000,Mermoz,Dakar,3,3,12,Appartement
1250000,Fann,Dakar,,,,Appartement
360000,Mermoz,Dakar,,,,Appartement
1300000,Almadies,Dakar,,,,Appartement
35000,Ouest foire,Dakar,2,3,80,Appartement
2000000,Almadies,Dakar,,,,Appartement
230000,Amitié,Dakar,1,,,Appartement
850000,Virage,Dakar,3,3,,Appartement
250000,Guediawaye,Dakar,3,3,,Appartement
1200000,Mermoz,Dakar,3,2,,Appartement
1300000,Sacré-cœur,Dakar,3,3,,Appartement
1700000,Dakar,Dakar,3,3,200,Appartement
1900000,Plateau,Dakar,2,3,190,Appartement
1500000,Mermoz,Dakar,3,,,Appartement
1700000,Almadies,Dakar,3,5,220,Appartement
2800000,Almadies,Dakar,4,6,440,Appartement
1700000,Almadies,Dakar,4,5,,Appartement
130000000,Hlm,Dakar,284 m²,,,Appartement
275000,VDN,Dakar,1,1,100,Appartement
800000,Almadies,Dakar,2,3,152,Appartement
500000,Zone de captage,Dakar,3,4,,Appartement
1400000,Almadies,Dakar,2,3,204,Appartement
250000,Mamelles,Dakar,150 m²,,,Appartement
1200000,Virage,Dakar,3,4,150,Appartement
800000,Mamelles,Dakar,3,4,150,Appartement
5500000,Fann,Dakar,4,6,514,Appartement
850000,Point-e,Dakar,3,153 m²,,Appartement
350000,Ouakam,Dakar,2,120 m²,,Appartement
700000,Ngor,Dakar,2,2,120,Appartement
300000,Ngor,Dakar,2,2,100,Appartement
1100000,Virage,Dakar,3,5,195,Appartement
1200000,Virage,Dakar,4,,,Appartement
120000,Golf,Dakar,1,1,,Appartement
2000000,Point-e,Dakar,4,5,300,Appartement
500000,Almadies,Dakar,2,2,100,Appartement
750000,Virage,Dakar,3,2,150,Appartement
200000,Almadies 2,Dakar,3,3,170,Appartement
2000000,Point-e,Dakar,4,5,300,Appartement
90000000,Virage,Dakar,2,2,87,Appartement
250000,VDN,Dakar,1,2,,Appartement
800000,Amitié,Dakar,3,3,230,Appartement
1200000,Plateau,Dakar,3,2,,Appartement
1800000,Point-e,Dakar,4,,,Appartement
1000000,Ngor,Dakar,4,4,300,Appartement
300000,Ngaparou,Thiès,2,2,,Appartement
30000,Sacré-cœur,Dakar,1,1,,Appartement
600000,Mamelles,Dakar,3,3,,Appartement
700000,Ngor,Dakar,3,3,200,Appartement
400000,Cité keur gorgui,Dakar,2,2,150,Appartement
350000,Ngor,Dakar,2,2,,Appartement
300000,Ngor,Dakar,2,1,,Appartement
673400,Virage,Dakar,3,3,300,Appartement
350000,Sicap Sacré-cœur,Dakar,1,90 m²,,Appartement
300000,Liberte 6,Dakar,2,2,,Appartement
650000,Cité keur gorgui,Dakar,3,3,,Appartement
800000,Point-e,Dakar,2,2,115,Appartement
300000,Sicap foire,Dakar,,,,Appartement
750000,Almadies,Dakar,3,4,,Appartement
600000,Mermoz,Dakar,1,1,55,Appartement
200000,Dakar,Dakar,1,1,,Appartement
350000,Ngor,Dakar,3,140 m²,,Appartement
250000,Médina,Dakar,,,,Appartement
500000,Almadies,Dakar,2,3,125,Appartement
900000,Almadies,Dakar,2,3,130,Appartement
700000,Amitié,Dakar,3,3,150,Appartement
1500000,Virage,Dakar,4,4,262,Appartement
1300000,Fann Hock,Dakar,4,4,,Appartement
1600000,Almadies,Dakar,4,5,300,Appartement
1400000,Point-e,Dakar,3,3,,Appartement
800000,Mermoz,Dakar,3,3,170,Appartement
400000,Ngor,Dakar,3,2,140,Appartement
1800000,Almadies,Dakar,4,4,263,Appartement
1600000,Almadies,Dakar,4,4,,Appartement
750000,Cité biagui,Dakar,3,3,,Appartement
500000,Cité biagui,Dakar,2,2,,Appartement
250000,Zone de captage,Dakar,1,2,,Appartement
1500000,Almadies,Dakar,3,4,161,Appartement
1500001,Virage,Dakar,3,4,,Appartement
3000000,Fann,Dakar,4,5,250,Appartement
2000000,Plateau,Dakar,3,5,225,Appartement
450000,Almadies,Dakar,1,1,,Appartement
550,Cite Mixta,Dakar,4,3,160,Appartement
700000,Almadies,Dakar,3,2,,Appartement
275000,Hann marinas,Dakar,,,,Appartement
800000,Point-e,Dakar,3,,,Appartement
650000,Mermoz,Dakar,2,3,,Appartement
1500000,Almadies,Dakar,2,,,Appartement
950000,Almadies,Dakar,3,4,,Appartement
1000000,Mamelles,Dakar,3,4,,Appartement
7,Cité keur gorgui,Dakar,3,200 m²,,Appartement
850000,Ngor,Dakar,3,3,150,Appartement
1000000,Ngor,Dakar,3,3,175,Appartement
560000,Almadies,Dakar,2,2,150,Appartement
760000,Almadies,Dakar,3,3,175,Appartement
300000,Ouest foire,Dakar,2,2,130,Appartement
300000,Hann maristes,Dakar,2,3,120,Appartement
650000,Yoff,Dakar,2,3,,Appartement
550000,Mamelles,Dakar,3,4,,Appartement
300000,Almadies,Dakar,2,2,,Appartement
400000,Mamelles,Dakar,2,3,,Appartement
1200000,Point-e,Dakar,225 m²,,,Appartement
2300000,Plateau,Dakar,3,5,250,Appartement
600000,Mamelles,Dakar,,,,Appartement
1800000,Almadies,Dakar,4,4,,Appartement
2300000,Plateau,Dakar,3,5,250,Appartement
1300000,Almadies,Dakar,2,2,,Appartement
,Ouakam,Dakar,3,3,,Appartement
2000000,Mermoz,Dakar,3,3,250,Appartement
1400000,Point-e,Dakar,3,,,Appartement
3500000,Plateau,Dakar,4,5,,Appartement
500000,Mermoz,Dakar,3,3,176,Appartement
,Mermoz,Dakar,3,3,,Appartement
,Almadies,Dakar,3,3,,Appartement
,Almadies,Dakar,1,1,,Appartement
,Almadies,Dakar,2,2,,Appartement
1800000,Fann,Dakar,,,,Appartement
550000,Almadies,Dakar,,,,Appartement
450000,Almadies,Dakar,2,3,125,Appartement
100000,Mbour,Thiès,4,4,"1,000",Appartement
15000,Thiès,Thiès,2,3,,Appartement
1200000,Almadies,Dakar,,,,Appartement
1000000,Almadies,Dakar,,,,Appartement
1800000,Almadies,Dakar,4,4,263,Appartement
3800000,Ouakam,Dakar,4,5,329,Appartement
2000000,Corniche,Dakar,3,3,,Appartement
550000,Mamelles,Dakar,3,2,150,Appartement
550000,Mamelles,Dakar,2,3,100,Appartement
3000000,Dakar,Dakar,4,6,280,Appartement
400000,Ngor,Dakar,2,2,100,Appartement
350000,Almadies,Dakar,2,2,100,Appartement
1500000,Mamelles,Dakar,4,600 m²,,Appartement
350000,Sacré-cœur,Dakar,3,2,,Appartement
200000,Hann Bel-Air,Dakar,1,35 m²,,Appartement
800000,Almadies,Dakar,3,8,180,Appartement
800000,Plateau,Dakar,,,,Appartement
1000000,Plateau,Dakar,,,,Appartement
375000,Ngor,Dakar,2,,,Appartement
250000,Sud foire,Dakar,1,112 m²,,Appartement
850000,Ngor,Dakar,3,3,,Appartement
2800000,Plateau,Dakar,4,5,,Appartement
3800000,Mamelles,Dakar,4,5,,Appartement
900000,Almadies,Dakar,,,,Appartement
330000,Fenêtre mermoz,Dakar,3,150 m²,,Appartement
450000,Mamelles,Dakar,2,2,,Appartement
800000,Mermoz,Dakar,3,3,,Appartement
1500000,Fann,Dakar,2,3,,Appartement
1100000,Plateau,Dakar,3,2,,Appartement
130000,Hlm,Dakar,1,1,,Appartement
250000,Nord foire,Dakar,2,2,100,Appartement
650000,Mamelles,Dakar,2,2,,Appartement
750000,Sacré-cœur,Dakar,3,4,,Appartement
850000,Ngor,Dakar,3,3,,Appartement
400000,Mamelles,Dakar,3,3,,Appartement
1800000,Almadies,Dakar,3,4,250,Appartement
650000,Mamelles,Dakar,2,2,150,Appartement
2500000,Plateau,Dakar,4,4,260,Appartement
1300000,Plateau,Dakar,4,260 m²,,Appartement
1300000,Fann Hock,Dakar,1,2,,Appartement
1500000,Almadies,Dakar,,,,Appartement
400000,Sicap Liberté,Dakar,1,2,62,Appartement
1600000,Mamelles,Dakar,6,5,,Appartement
500000,Dakar,Dakar,2,2,150,Appartement
225000,Ouakam,Dakar,2,2,,Appartement
650000,Liberte 6 extension,Dakar,3,3,,Appartement
1700000,Almadies,Dakar,,,,Appartement
1800000,Fenêtre mermoz,Dakar,4,5,300,Appartement
800000,Sicap Liberté,Dakar,3,4,,Appartement
900000,Fann Hock,Dakar,3,3,,Appartement
1200000,Liberte 6 extension,Dakar,5,250 m²,,Appartement
1350000,Mermoz,Dakar,4,4,,Appartement
110000,Keur Massar,Dakar,2,1,,Appartement
350000,Hann maristes,Dakar,3,3,,Appartement
1400000,Almadies,Dakar,2,2,208,Appartement
700000,Karack,Dakar,3,180 m²,,Appartement
198000000,Ngaparou,Thiès,5,6,300,Appartement
180000,Dalifort,Dakar,2,3,140,Appartement
30000,Tambacounda,Tambacounda,2,3,80,Appartement
600000,Point-e,Dakar,2,3,,Appartement
2500000,Fann,Dakar,3,3,250,Appartement
1800000,Almadies,Dakar,4,5,408,Appartement
1000000,Yoff,Dakar,4,4,205,Appartement
800000,Mamelles,Dakar,3,3,160,Appartement
300000,Amitié,Dakar,2,3,130,Appartement
850000,Virage,Dakar,3,4,187,Appartement
1150000,Almadies,Dakar,3,4,250,Appartement
450000,Mamelles,Dakar,3,3,,Appartement
1400000,Point-e,Dakar,3,4,204,Appartement
275000,Nord foire,Dakar,3,2,,Appartement
1500000,Ouakam,Dakar,3,5,225,Appartement
600000,VDN,Dakar,3,4,,Appartement
550000,Mermoz,Dakar,3,150 m²,,Appartement
1200000,Point-e,Dakar,3,150 m²,,Appartement
1400000,Sacré-cœur,Dakar,4,4,298,Appartement
515000,Diamniadio,Dakar,5,600 m²,,Appartement
2200000,Virage,Dakar,3,,,Appartement
1800000,Virage,Dakar,3,170 m²,,Appartement
2200000,Virage,Dakar,230 m²,,,Appartement
300000,Ouakam,Dakar,2,,,Appartement
550000,Plateau,Dakar,117 m²,,,Appartement
1500000,Virage,Dakar,4,4,262,Appartement
2100000,Corniche,Dakar,2,2,,Appartement
1100000,Almadies,Dakar,3,5,,Appartement
300000,Sicap foire,Dakar,2,100 m²,,Appartement
3000000,Plateau,Dakar,4,6,270,Appartement
300000,Mermoz,Dakar,,,,Appartement
500000,Mermoz,Dakar,,,,Appartement
3000000,Plateau,Dakar,,,,Appartement
900000,Point-e,Dakar,3,3,173,Appartement
400000,Virage,Dakar,3,,,Appartement
1500000,Mermoz,Dakar,3,4,,Appartement
250000,Ouakam,Dakar,2,,,Appartement
425000,VDN,Dakar,3,3,120,Appartement
3000000,Plateau,Dakar,4,6,300,Appartement
110000000,Liberte 6 extension,Dakar,2,2,160,Appartement
1500000,Point-e,Dakar,3,3,211,Appartement
200000,Mbao,Dakar,3,2,,Appartement
,Cité keur gorgui,Dakar,1,1,12,Appartement
700000,Virage,Dakar,3,3,,Appartement
300000,Ngor,Dakar,,,,Appartement
500000,Point-e,Dakar,2,2,,Appartement
1300000,Fann Hock,Dakar,200 m²,,,Appartement
950000,Ngor,Dakar,3,160 m²,,Appartement
1600000,Virage,Dakar,5,6,,Appartement
1300000,Plateau,Dakar,3,3,,Appartement
1000000,Point-e,Dakar,3,3,,Appartement
3000000,Plateau,Dakar,4,4,300,Appartement
650000,Almadies,Dakar,3,2,,Appartement
750000,Plateau,Dakar,,,,Appartement
125000,Zac Mbao,Dakar,1,1,,Appartement
450000,Almadies,Dakar,2,2,,Appartement
2750000,Almadies,Dakar,3,4,,Appartement
850000,Point-e,Dakar,3,2,,Appartement
1300000,Point-e,Dakar,3,2,,Appartement
900000,Fann,Dakar,,,,Appartement
1100000,Mermoz,Dakar,3,3,,Appartement
1000000,Mamelles,Dakar,125 m²,,,Appartement
1100000,Almadies,Dakar,3,3,,Appartement
1700000,Plateau,Dakar,3,3,,Appartement
1100000,Point-e,Dakar,3,2,,Appartement
1100000,Almadies,Dakar,3,3,,Appartement
375000,Mermoz,Dakar,3,4,,Appartement
950000,Mamelles,Dakar,3,4,,Appartement
900000,Virage,Dakar,3,4,,Appartement
1500000,Point-e,Dakar,3,3,234,Appartement
1500000,Ngor,Dakar,4,4,200,Appartement
1300000,Almadies,Dakar,4,4,350,Appartement
850000,Point-e,Dakar,3,3,,Appartement
2200000,Almadies,Dakar,3,3,,Appartement
2200000,Almadies,Dakar,3,3,,Appartement
2000000,Ngor,Dakar,4,5,,Appartement
1600000,Virage,Dakar,5,6,,Appartement
150000,Ngor,Dakar,1,130 m²,,Appartement
2000000,Fann,Dakar,3,3,200,Appartement
300000,Sicap Liberté,Dakar,3,3,180,Appartement
800000,Ngor,Dakar,3,3,200,Appartement
750000,Almadies,Dakar,3,4,,Appartement
350000,Ngor,Dakar,,,,Appartement
2500000,Mermoz,Dakar,6,5,,Appartement
850000,Mermoz,Dakar,3,4,,Appartement
1650000,Almadies,Dakar,,,,Appartement
3000000,Plateau,Dakar,3,4,250,Appartement
500000,Ouakam,Dakar,1,1,100,Appartement
700000,Cité keur gorgui,Dakar,3,2,,Appartement
210000,Yoff,Dakar,,,,Appartement
1600000,Fenêtre mermoz,Dakar,3,3,220,Appartement
850000,Virage,Dakar,3,3,,Appartement
500000,Almadies,Dakar,3,4,,Appartement
500000,Almadies,Dakar,2,3,,Appartement
475000,Cité biagui,Dakar,2,3,,Appartement
500000,Mamelles,Dakar,3,3,,Appartement
550000,Mamelles,Dakar,3,4,,Appartement
1200000,Plateau,Dakar,3,3,160,Appartement
400000,VDN,Dakar,,,,Appartement
1700000,Almadies,Dakar,3,5,225,Appartement
450000,Ngor,Dakar,1,1,90,Appartement
550000,Ngor,Dakar,2,2,150,Appartement
300000,Ouakam,Dakar,2,2,100,Appartement
300000,Karack,Dakar,2,2,150,Appartement
1500000,Corniche,Dakar,4,,,Appartement
400000,Almadies,Dakar,2,2,110,Appartement
1500000,Almadies,Dakar,4,3,266,Appartement
1000000,Almadies,Dakar,4,3,,Appartement
1000000,Point-e,Dakar,3,2 m²,,Appartement
100000,Diamniadio,Dakar,2,3,,Appartement
300000,Golf,Dakar,2,2,100,Appartement
750000,Almadies,Dakar,3,4,250,Appartement
450000,Almadies,Dakar,2,3,130,Appartement
575000,Yoff,Dakar,3,,,Appartement
325000,Almadies,Dakar,3,3,135,Appartement
400000,Cité keur gorgui,Dakar,225 m²,,,Appartement
1700000,Fann,Dakar,2,2,,Appartement
850000,Point-e,Dakar,3,3,150,Appartement
700000,Mamelles,Dakar,3,3,150,Appartement
350000,Mamelles,Dakar,1,2,100,Appartement
1000000,Ouakam,Dakar,2,3,15,Appartement
1400000,Almadies,Dakar,3,4,,Appartement
,Mermoz,Dakar,2,3,12,Appartement
2800000,Point-e,Dakar,4,3,550,Appartement
1100000,Point-e,Dakar,3,3,,Appartement
3000000,Almadies,Dakar,3,3,,Appartement
1700000,Fann,Dakar,2,2,,Appartement
1500000,Almadies,Dakar,3,3,,Appartement
250000,Nord foire,Dakar,3,,,Appartement
800000,Mermoz,Dakar,3,3,,Appartement
1400000,Fann,Dakar,3,3,198,Appartement
500000,Mamelles,Dakar,3,4,,Appartement
60000,Ouest foire,Dakar,1,1,80,Appartement
650000,Ngor,Dakar,3,3,180,Appartement
1300000,Point-e,Dakar,3,3,170,Appartement
450000,Point-e,Dakar,2,2,,Appartement
1300000,Fann,Dakar,3,3,,Appartement
450000,Yoff,Dakar,2,2,,Appartement
,Sacré-cœur,Dakar,2,2,150,Appartement
,Point-e,Dakar,2,2,100,Appartement
500000,Almadies,Dakar,3,3,165,Appartement
350000,Sicap foire,Dakar,3,150 m²,,Appartement
500000,Almadies,Dakar,3,120 m²,,Appartement
1000000,Almadies,Dakar,4,4,,Appartement
300000,Ouakam,Dakar,2,2,110,Appartement
1000000,Point-e,Dakar,3,3,200,Appartement
250000,Cité Damel,Dakar,2,3,,Appartement
950000,Fann,Dakar,,,,Appartement
650000,Almadies,Dakar,3,4,,Appartement
196000,Sicap foire,Dakar,1,1,,Appartement
300000,Yoff,Dakar,2,2,130,Appartement
850000,Fann Hock,Dakar,3,2,,Appartement
40000,Dakar,Dakar,2,,,Appartement
400000,Liberte 6 extension,Dakar,3,3,,Appartement
1500000,Almadies,Dakar,,,,Appartement
550000,Mermoz,Dakar,4,,,Appartement
614000,Avenue Bourguiba,Dakar,2,3,,Appartement
900000,Cité biagui,Dakar,3,3,,Appartement
1100000,Almadies,Dakar,3,3,,Appartement
1700000,Fann,Dakar,3,3,200,Appartement
3250000,Plateau,Dakar,4,,,Appartement
2400000,Mermoz,Dakar,3,4,,Appartement
350000,Cité biagui,Dakar,2,2,,Appartement
2200000,Plateau,Dakar,3,4,260,Appartement
414600,Almadies,Dakar,,,,Appartement
400000,Almadies,Dakar,,,,Appartement
800000,Ngor,Dakar,5,6,200,Appartement
650000,Almadies,Dakar,2,3,120,Appartement
800000,Ngor,Dakar,4,4,,Appartement
1000000,Virage,Dakar,2,2,,Appartement
1600000,Fann,Dakar,3,,,Appartement
2000000,Plateau,Dakar,3,5,200,Appartement
600000,Almadies,Dakar,1,2,100,Appartement
1500000,Almadies,Dakar,4,5,250,Appartement
1300000,Fann,Dakar,3,3,,Appartement
2000000,Almadies,Dakar,4,5,250,Appartement
800000,Liberte 1,Dakar,3,,,Appartement
300000,Yoff,Dakar,2,1,,Appartement
2500000,Almadies,Dakar,,,,Appartement
,Keur Massar,Dakar,,,,Appartement
1300000,Virage,Dakar,3,,,Appartement
650000,Almadies,Dakar,3,3,,Appartement
1100000,Ngor,Dakar,4,4,300,Appartement
2000000,Ngor,Dakar,4,,,Appartement
1500000,Almadies,Dakar,3,4,142,Appartement
160000,Hlm grand-yoff,Dakar,1,2,100,Appartement
1800000,Almadies,Dakar,4,5,320,Appartement
850000,Cité keur gorgui,Dakar,3,3,,Appartement
1500000,Corniche,Dakar,,,,Appartement
400000,Almadies,Dakar,2,,,Appartement
2300000,Fann,Dakar,3,,,Appartement
750000,Nguering,Thiès,3,3,,Appartement
750000,Point-e,Dakar,2,2,92,Appartement
20000,Yoff,Dakar,2,2,80,Appartement
1300000,Ngor,Dakar,3,3,175,Appartement
2500000,Virage,Dakar,4,4,210,Appartement
1200000,Almadies,Dakar,2,2,,Appartement
350000,Cité keur gorgui,Dakar,,,,Appartement
500000,Sacré-cœur,Dakar,1,2,,Appartement
250000,Parcelles Assainies,Dakar,2,2,,Appartement
210000,Keur Massar,Dakar,3,2,,Appartement
1400000,Virage,Dakar,4,4,,Appartement
425000,Virage,Dakar,2,3,,Appartement
362600,Ouakam,Dakar,2,3,,Appartement
2600000,Plateau,Dakar,3,5,300,Appartement
1000000,Amitié,Dakar,,,,Appartement
1200000,Plateau,Dakar,3,200 m²,,Appartement
300000,Hann maristes,Dakar,2,3,80,Appartement
1200000,Hann maristes,Dakar,3,4,200,Appartement
450000,Mamelles,Dakar,3,3,,Appartement
280000,Sacré-cœur,Dakar,2,2,,Appartement
1500000,Almadies,Dakar,3,3,190,Appartement
500000,Almadies,Dakar,2,3,,Appartement
270000,Ngor,Dakar,2,2,110,Appartement
2000000,Fann,Dakar,3,4,250,Appartement
600000,Liberte 3,Dakar,1,2,,Appartement
2200000,Mermoz,Dakar,3,5,,Appartement
1500000,Almadies,Dakar,4,5,,Appartement
1800000,Mermoz,Dakar,3,4,225,Appartement
450000,Almadies,Dakar,3,,,Appartement
900000,Point-e,Dakar,2,2,100,Appartement
325000,Mamelles,Dakar,2,3,150,Appartement
320000,Sacré-cœur,Dakar,2,2,,Appartement
10000,Cité keur gorgui,Dakar,341 m²,,,Appartement
1200000,Mermoz,Dakar,3,3,,Appartement
900000,Amitié,Dakar,3,,,Appartement
1200000,Cité keur gorgui,Dakar,3,3,,Appartement
1500000,Mermoz,Dakar,3,2,,Appartement
1200000,Plateau,Dakar,3,3,,Appartement
750000,VDN,Dakar,3,4,,Appartement
750000,VDN,Dakar,3,4,,Appartement
250000,Almadies 2,Dakar,3,150 m²,,Appartement
150000,Mbao,Dakar,,,,Appartement
1500000,Almadies,Dakar,3,3,200,Appartement
200000,Sicap mbao,Dakar,2,3,,Appartement
900000,Almadies,Dakar,3,4,,Appartement
1300000,Point-e,Dakar,180 m²,,,Appartement
900000,Point-e,Dakar,2,3,,Appartement
315000,Virage,Dakar,1,2,,Appartement
300000,Sacré-cœur,Dakar,2,,,Appartement
300000,Sacré-cœur,Dakar,2,,,Appartement
470000,Hann maristes,Dakar,3,2,,Appartement
280000,Guediawaye,Dakar,3,3,,Appartement
125000,Rufisque,Dakar,2,1,,Appartement
125000,Rufisque,Dakar,1,1,,Appartement
2000000,Almadies,Dakar,3,,,Appartement
850000,Almadies,Dakar,3,5,201,Appartement
500000,Cité keur gorgui,Dakar,2,152 m²,,Appartement
35000,Ouakam,Dakar,1,1,,Appartement
950000,Mermoz,Dakar,3,3,,Appartement
250000,Yoff,Dakar,1,1,100,Appartement
200000,Sud foire,Dakar,2,2,,Appartement
1000000,Mermoz,Dakar,3,3,162,Appartement
310800,Almadies,Dakar,1,2,,Appartement
830000,Yoff,Dakar,3,3,150,Appartement
